txn_ref,occurred_at,type,issue_type,order_code,item_code,issue_pool,qty,uom,rate,entered_by,authorized_by,remarks,colour_ref,batch_ref,external_ref
TXN-260903-814,2026-09-03 00:20:59,issue,bom,BS-SM-16462,2271,Paint Mixing,-28,Gram,9.04,malikhashir85858@gmail.com,,Variance: sign done,PANTONE 4625 C,,
TXN-260903-815,2026-09-03 00:20:59,issue,bom,BS-SM-16462,2241,Paint Mixing,-13,Gram,9.04,malikhashir85858@gmail.com,,Variance: sign done,PANTONE 4625 C,,
TXN-260903-816,2026-09-03 00:20:59,issue,bom,BS-SM-16462,2245 / 2673,Paint Mixing,-27,Gram,9.75,malikhashir85858@gmail.com,,Variance: sign done,PANTONE 4625 C,,
TXN-260903-817,2026-09-03 00:20:59,issue,bom,BS-SM-16462,2354,Paint Matt Agent,-60,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260903-818,2026-09-03 00:20:59,issue,bom,BS-SM-16462,2352,Paint Harnder,-64,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260903-819,2026-09-03 00:20:59,issue,bom,BS-SM-16462,2355,Paint Thinner,-52,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260903-820,2026-09-03 00:22:29,issue,bom,BS-QS-16554,2350,Paint Mixing,-60,Gram,6.44,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260903-821,2026-09-03 00:22:29,issue,bom,BS-QS-16554,2764,Paint Mixing,-50,Gram,6.04,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260903-822,2026-09-03 00:22:29,issue,bom,BS-QS-16554,2354,Paint Matt Agent,-61,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260903-823,2026-09-03 00:22:29,issue,bom,BS-QS-16554,2352,Paint Harnder,-61,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260903-824,2026-09-03 00:22:29,issue,bom,BS-QS-16554,2355,Paint Thinner,-50,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260903-825,2026-09-03 00:53:52,issue,bom,BS-SI-16489,2350,Paint Mixing,-86,Gram,6.44,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,PANTONE 534 C,,
TXN-260903-826,2026-09-03 00:53:52,issue,bom,BS-SI-16489,2764,Paint Mixing,-74,Gram,6.04,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,PANTONE 534 C,,
TXN-260903-827,2026-09-03 00:53:52,issue,bom,BS-SI-16489,2699,Paint Mixing,-171,Gram,6.93,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,PANTONE 534 C,,
TXN-260903-828,2026-09-03 00:53:52,issue,bom,BS-SI-16489,2754,Paint Mixing,-82,Gram,7.78,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,PANTONE 534 C,,
TXN-260903-829,2026-09-03 00:53:52,issue,bom,BS-SI-16489,2243,Paint Mixing,-42,Gram,9.04,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,PANTONE 534 C,,
TXN-260903-830,2026-09-03 00:53:52,issue,bom,BS-SI-16489,2354,Paint Matt Agent,-220,Gram,5.19,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,,,
TXN-260903-831,2026-09-03 00:53:52,issue,bom,BS-SI-16489,2352,Paint Harnder,-220,Gram,5.81,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,,,
TXN-260903-832,2026-09-03 00:53:52,issue,bom,BS-SI-16489,2355,Paint Thinner,-150,Gram,1.67,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,,,
TXN-260903-833,2026-09-03 00:54:10,issue,bom,BS-SI-16489,2350,Paint Mixing,-86,Gram,6.44,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,PANTONE 534 C,,
TXN-260903-834,2026-09-03 00:54:10,issue,bom,BS-SI-16489,2764,Paint Mixing,-74,Gram,6.04,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,PANTONE 534 C,,
TXN-260903-835,2026-09-03 00:54:10,issue,bom,BS-SI-16489,2699,Paint Mixing,-171,Gram,6.93,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,PANTONE 534 C,,
TXN-260903-836,2026-09-03 00:54:10,issue,bom,BS-SI-16489,2754,Paint Mixing,-82,Gram,7.78,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,PANTONE 534 C,,
TXN-260903-837,2026-09-03 00:54:10,issue,bom,BS-SI-16489,2243,Paint Mixing,-42,Gram,9.04,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,PANTONE 534 C,,
TXN-260903-838,2026-09-03 00:54:10,issue,bom,BS-SI-16489,2354,Paint Matt Agent,-220,Gram,5.19,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,,,
TXN-260903-839,2026-09-03 00:54:10,issue,bom,BS-SI-16489,2352,Paint Harnder,-220,Gram,5.81,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,,,
TXN-260903-840,2026-09-03 00:54:10,issue,bom,BS-SI-16489,2355,Paint Thinner,-150,Gram,1.67,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,,,
TXN-260903-841,2026-09-03 00:55:30,issue,bom,BS-SI-16489,2764,Paint Mixing,-200,Gram,6.04,malikhashir85858@gmail.com,HASHIR,Variance: DUE TO 2 SHADES | Re-issue: DUE TO 2 SHADES,,,
TXN-260903-842,2026-09-03 00:55:30,issue,bom,BS-SI-16489,2354,Paint Matt Agent,-100,Gram,5.19,malikhashir85858@gmail.com,HASHIR,Variance: DUE TO 2 SHADES | Re-issue: DUE TO 2 SHADES,,,
TXN-260903-843,2026-09-03 00:55:30,issue,bom,BS-SI-16489,2352,Paint Harnder,-100,Gram,5.81,malikhashir85858@gmail.com,HASHIR,Variance: DUE TO 2 SHADES | Re-issue: DUE TO 2 SHADES,,,
TXN-260903-844,2026-09-03 00:55:30,issue,bom,BS-SI-16489,2355,Paint Thinner,-150,Gram,1.67,malikhashir85858@gmail.com,HASHIR,Variance: DUE TO 2 SHADES | Re-issue: DUE TO 2 SHADES,,,
TXN-260903-845,2026-09-03 01:00:17,receipt,,,2354,Paint Matt Agent,900,Gram,5.19,malikhashir85858@gmail.com,,,,,2934
TXN-260903-846,2026-09-03 01:00:17,receipt,,,2754,Paint Mixing,900,Gram,7.78,malikhashir85858@gmail.com,,,,,2934
TXN-260903-847,2026-09-03 01:06:11,receipt,,,2350,Paint Mixing,6100,Gram,6.44,malikhashir85858@gmail.com,,,,,2935
TXN-260903-848,2026-09-03 03:52:51,issue,bom,BS-SI-16103,2239,Paint Mixing,-1,Gram,8.7,malikhashir85858@gmail.com,,Variance: ascasc,Bright White,,
TXN-260903-849,2026-09-03 03:55:04,issue,bom,BS-SI-16103,2269,Paint Mixing,-1,Gram,8.36,malikhashir85858@gmail.com,asca,Variance: sdfvssfdvsd | Re-issue: ascasdfvsv,PANTONE Black 6 C,,
TXN-260903-850,2026-09-03 03:56:25,issue,bom,BS-SI-16103,2241,Paint Mixing,-1,Gram,9.04,malikhashir85858@gmail.com,ascas,Variance: asca | Re-issue: ascac,PANTONE 125 C,,
TXN-260903-851,2026-09-03 03:58:41,issue,bom,BS-ET-16188,2242,Paint Mixing,-1,Gram,9.04,malikhashir85858@gmail.com,ascac,Variance: asca | Re-issue: ascasca,pantone 4063C,,
TXN-260903-852,2026-09-03 03:59:49,issue,bom,BS-US-2501 B,2243,Paint Mixing,-1,Gram,9.04,malikhashir85858@gmail.com,,Variance: ascs,PANTONE 268 C,,
TXN-260903-853,2026-09-03 04:04:07,issue,bom,BS-US-2489 B,2290,Paint Mixing,-1,Gram,8.36,malikhashir85858@gmail.com,,Variance: acsaca,PANTONE 185 C,,
TXN-260903-854,2026-09-03 04:06:07,issue,bom,BS-SI-16436-(Bulk),2271,Paint Mixing,-1,Gram,9.04,malikhashir85858@gmail.com,asca,Variance: ascasca | Re-issue: ascas,PANTONE 102 C,,
TXN-260903-855,2026-09-03 04:07:02,issue,bom,BS-SI-16436-(Bulk),2245 / 2673,Paint Mixing,-1,Gram,9.75,malikhashir85858@gmail.com,asca,Variance: ascasca | Re-issue: ascac,PANTONE 200 C,,
TXN-260903-856,2026-09-03 04:08:12,issue,bom,BS-US-2501 B,2214,Paint Mixing,-1,Gram,9.04,malikhashir85858@gmail.com,asca,Variance: acsa | Re-issue: ascasc,PANTONE Black 6 C,,
TXN-260903-857,2026-09-03 04:10:12,issue,bom,BS-US-2501 B,2272,Paint Mixing,-1,Gram,9.04,malikhashir85858@gmail.com,ascas,Variance: acsa | Re-issue: ascasc,PANTONE 2757 C,,
TXN-260903-858,2026-09-03 04:11:05,issue,bom,BS-US-2501 B,2253,Paint Mixing,-1,Gram,9.04,malikhashir85858@gmail.com,asca,Variance: acsa | Re-issue: ascac,PANTONE 567 C,,
TXN-260903-859,2026-09-03 04:15:03,issue,bom,BS-ET-16169,2350,Paint Mixing,-1,Gram,6.44,malikhashir85858@gmail.com,,Variance: acsasc,Bright White,,
TXN-260903-860,2026-09-03 04:17:50,issue,bom,BS-ET-16169,2257,Paint Mixing,-1,Gram,9.2,malikhashir85858@gmail.com,asca,Variance: acsasc | Re-issue: ascasc,PANTONE 2428C,,
TXN-260903-861,2026-09-03 04:19:32,issue,bom,BS-ET-16188,2351,Paint Mixing,-1,Gram,6.04,malikhashir85858@gmail.com,asca,Variance: ascascac | Re-issue: ascac,PANTONE Black C,,
TXN-260903-862,2026-09-03 04:19:55,issue,bom,BS-ET-16188,2351,Paint Mixing,-1,Gram,6.04,malikhashir85858@gmail.com,asca,Variance: ascascac | Re-issue: ascac,PANTONE Black C,,
TXN-260903-863,2026-09-03 04:21:25,issue,bom,BS-US-2501 B,2428,Paint Mixing,-1,Gram,12.97,malikhashir85858@gmail.com,acas,Variance: asdcas | Re-issue: acsasc,PANTONE 199 C,,
TXN-260903-864,2026-09-03 04:22:08,issue,bom,BS-US-2501 B,2429,Paint Mixing,-1,Gram,16.09,malikhashir85858@gmail.com,sdfvsf,Variance: asdcas | Re-issue: sdfvsdf,PANTONE 185 C,,
TXN-260903-865,2026-09-03 04:24:24,issue,bom,BS-US-2501 B,2353,Paint Mixing,-1,Gram,12.42,malikhashir85858@gmail.com,ascas,Variance: asdcas | Re-issue: acsasca,PANTONE Orange 021 C,,
TXN-260903-866,2026-09-03 04:26:27,issue,bom,BS-US-2501 B,2758,Paint Mixing,-1,Gram,8.3,malikhashir85858@gmail.com,ascacs,Variance: acasc | Re-issue: acsasc,pantone 7722 C,,
TXN-260903-867,2026-09-03 04:27:08,issue,bom,BS-US-2501 B,2754,Paint Mixing,-1,Gram,7.78,malikhashir85858@gmail.com,asca,Variance: acasc | Re-issue: acasc,PANTONE 1955 C,,
TXN-260903-868,2026-09-03 04:27:40,issue,bom,BS-US-2501 B,2755,Paint Mixing,-1,Gram,5.19,malikhashir85858@gmail.com,ascas,Variance: acasc | Re-issue: ascasc,PANTONE 1675 C,,
TXN-260903-869,2026-09-03 04:28:11,issue,bom,BS-US-2501 B,2756,Paint Mixing,-1,Gram,11.42,malikhashir85858@gmail.com,ascasc,Variance: acasc | Re-issue: ascasca,PANTONE 267 C,,
TXN-260903-870,2026-09-03 04:28:48,issue,bom,BS-US-2501 B,2697,Paint Mixing,-1,Gram,7.78,malikhashir85858@gmail.com,ascas,Variance: acasc | Re-issue: ascasca,PANTONE 117 C,,
TXN-260903-871,2026-09-03 04:29:34,issue,bom,BS-US-2501 B,2764,Paint Mixing,-1,Gram,6.04,malikhashir85858@gmail.com,ascasc,Variance: acasc | Re-issue: ascascacs,PANTONE Black 6 C,,
TXN-260903-872,2026-09-03 04:30:18,issue,bom,BS-US-2501 B,2438,Paint Mixing,-1,Gram,10.27,malikhashir85858@gmail.com,ascasc,Variance: acasc | Re-issue: ascasc,PANTONE 2766 C,,
TXN-260903-873,2026-09-03 04:36:38,issue,bom,BS-ET-16211,2244,Paint Mixing,-1,Gram,9.04,malikhashir85858@gmail.com,,Variance: ascasca,PANTONE 216 C,,
TXN-260904-874,2026-09-03 22:52:48,issue,bom,BS-SI-16439,2158,Epoxy Set,-950,Gram,7.79,malikhashir85858@gmail.com,,Variance: under cost,,,
TXN-260904-875,2026-09-03 22:52:48,issue,bom,BS-SI-16439,1145,Epoxy Set,-185,Gram,3.8,malikhashir85858@gmail.com,,Variance: under cost,,,
TXN-260904-876,2026-09-03 22:52:48,issue,bom,BS-SI-16439,244,Epoxy Set,-200,Gram,0.54,malikhashir85858@gmail.com,,Variance: under cost,,,
TXN-260904-877,2026-09-03 22:52:48,issue,bom,BS-SI-16439,2350,Paint Mixing,-150,Gram,6.44,malikhashir85858@gmail.com,,Variance: under cost,,,
TXN-260904-878,2026-09-03 22:52:48,issue,bom,BS-SI-16439,2354,Paint Matt Agent,-75,Gram,5.19,malikhashir85858@gmail.com,,Variance: under cost,,,
TXN-260904-879,2026-09-03 22:52:48,issue,bom,BS-SI-16439,2352,Paint Harnder,-75,Gram,5.81,malikhashir85858@gmail.com,,Variance: under cost,,,
TXN-260904-880,2026-09-03 22:52:48,issue,bom,BS-SI-16439,804,Paint Thinner,-80,Gram,0.56,malikhashir85858@gmail.com,,Variance: under cost,,,
TXN-260904-881,2026-09-04 00:29:37,issue,bom,BS-ET-16531,2158,Epoxy Set,-150,Gram,7.79,malikhashir85858@gmail.com,,Variance: due to 2 shades / bom issue | Re-issue: 2 pantones,,,
TXN-260904-882,2026-09-04 00:29:37,issue,bom,BS-ET-16531,1145,Epoxy Set,-30,Gram,3.8,malikhashir85858@gmail.com,,Variance: due to 2 shades / bom issue | Re-issue: 2 pantones,,,
TXN-260904-883,2026-09-04 00:29:37,issue,bom,BS-ET-16531,244,Epoxy Set,-30,Gram,0.54,malikhashir85858@gmail.com,,Variance: due to 2 shades / bom issue | Re-issue: 2 pantones,,,
TXN-260904-884,2026-09-04 00:29:37,issue,bom,BS-ET-16531,2350,Paint Mixing,-120,Gram,6.44,malikhashir85858@gmail.com,,Variance: due to 2 shades / bom issue | Re-issue: 2 pantones,,,
TXN-260904-885,2026-09-04 00:29:37,issue,bom,BS-ET-16531,2354,Paint Matt Agent,-100,Gram,5.19,malikhashir85858@gmail.com,,Variance: due to 2 shades / bom issue | Re-issue: 2 pantones,,,
TXN-260905-886,2026-09-04 22:52:16,issue,bom,BS-SI-16579-A,2764,Paint Mixing,-55,Gram,6.04,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-105216 (BS-SI-16579-A + BS-SI-16579-B + BS-SI-16579-C),
TXN-260905-887,2026-09-04 22:52:16,issue,bom,BS-SI-16579-B,2764,Paint Mixing,-55,Gram,6.04,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-105216 (BS-SI-16579-A + BS-SI-16579-B + BS-SI-16579-C),
TXN-260905-888,2026-09-04 22:52:16,issue,bom,BS-SI-16579-C,2764,Paint Mixing,-55,Gram,6.04,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-105216 (BS-SI-16579-A + BS-SI-16579-B + BS-SI-16579-C),
TXN-260905-889,2026-09-04 22:52:16,issue,bom,BS-SI-16579-A,2354,Paint Matt Agent,-28.67,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-105216 (BS-SI-16579-A + BS-SI-16579-B + BS-SI-16579-C),
TXN-260905-890,2026-09-04 22:52:16,issue,bom,BS-SI-16579-B,2354,Paint Matt Agent,-28.67,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-105216 (BS-SI-16579-A + BS-SI-16579-B + BS-SI-16579-C),
TXN-260905-891,2026-09-04 22:52:16,issue,bom,BS-SI-16579-C,2354,Paint Matt Agent,-28.66,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-105216 (BS-SI-16579-A + BS-SI-16579-B + BS-SI-16579-C),
TXN-260905-892,2026-09-04 22:52:16,issue,bom,BS-SI-16579-A,2352,Paint Harnder,-28.67,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-105216 (BS-SI-16579-A + BS-SI-16579-B + BS-SI-16579-C),
TXN-260905-893,2026-09-04 22:52:16,issue,bom,BS-SI-16579-B,2352,Paint Harnder,-28.67,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-105216 (BS-SI-16579-A + BS-SI-16579-B + BS-SI-16579-C),
TXN-260905-894,2026-09-04 22:52:16,issue,bom,BS-SI-16579-C,2352,Paint Harnder,-28.66,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-105216 (BS-SI-16579-A + BS-SI-16579-B + BS-SI-16579-C),
TXN-260905-895,2026-09-04 22:52:16,issue,bom,BS-SI-16579-A,2355,Paint Thinner,-23.33,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-105216 (BS-SI-16579-A + BS-SI-16579-B + BS-SI-16579-C),
TXN-260905-896,2026-09-04 22:52:16,issue,bom,BS-SI-16579-B,2355,Paint Thinner,-23.33,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-105216 (BS-SI-16579-A + BS-SI-16579-B + BS-SI-16579-C),
TXN-260905-897,2026-09-04 22:52:16,issue,bom,BS-SI-16579-C,2355,Paint Thinner,-23.34,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-105216 (BS-SI-16579-A + BS-SI-16579-B + BS-SI-16579-C),
TXN-260905-898,2026-09-05 01:21:24,receipt,,,2764,Paint Mixing,1518,Gram,6.04,malikhashir85858@gmail.com,,,,,0
TXN-260905-899,2026-09-05 01:21:24,receipt,,,2195,Paint Matt Agent,1620,Gram,4.86,malikhashir85858@gmail.com,,,,,0
TXN-260905-900,2026-09-05 01:21:24,receipt,,,1145,Epoxy Set,693,Gram,3.8,malikhashir85858@gmail.com,,,,,0
TXN-260905-901,2026-09-05 01:21:24,receipt,,,244,Epoxy Set,1609,Gram,0.54,malikhashir85858@gmail.com,,,,,0
TXN-260905-902,2026-09-05 01:21:24,receipt,,,1003,Epoxy Set,93,Gram,1.18,malikhashir85858@gmail.com,,,,,0
TXN-260905-903,2026-09-05 01:21:24,receipt,,,520,Paint Mixing,1410,Gram,7.4,malikhashir85858@gmail.com,,,,,0
TXN-260905-904,2026-09-05 01:21:24,receipt,,,502,Paint Mixing,1220,Gram,3.59,malikhashir85858@gmail.com,,,,,0
TXN-260905-905,2026-09-05 01:21:24,receipt,,,2763,Paint Binder,340,Gram,3.66,malikhashir85858@gmail.com,,,,,0
TXN-260905-906,2026-09-05 01:28:30,adjust,,,804,Paint Thinner,-11945,Gram,0.56,malikhashir85858@gmail.com,,us,,,
TXN-260905-907,2026-09-05 01:28:30,adjust,,,2158,Epoxy Set,-2879,Gram,7.79,malikhashir85858@gmail.com,,u,,,
TXN-260905-908,2026-09-05 01:28:30,adjust,,,2354,Paint Matt Agent,-584,Gram,5.19,malikhashir85858@gmail.com,,u,,,
TXN-260905-909,2026-09-05 01:28:30,adjust,,,2214,Paint Mixing,-708,Gram,9.04,malikhashir85858@gmail.com,,u,,,
TXN-260905-910,2026-09-05 01:28:30,adjust,,,2525,Paint Mixing,-2578,Gram,1.97,malikhashir85858@gmail.com,,u,,,
TXN-260905-911,2026-09-05 01:28:30,adjust,,,124,Paint Mixing,-3424,Gram,,malikhashir85858@gmail.com,,u,,,
TXN-260905-912,2026-09-05 01:31:39,receipt,,,2404,Paint Thinner,332,Gram,2.11,malikhashir85858@gmail.com,,,,,0
TXN-260905-913,2026-09-05 01:31:39,receipt,,,2247,Paint Binder,447,Gram,7.41,malikhashir85858@gmail.com,,,,,0
TXN-260905-914,2026-09-05 01:33:26,issue,rework,BS-ET-16456,2354,Paint Matt Agent,-584,Gram,5.19,malikhashir85858@gmail.com,hashir,Repaint: ....,,,
TXN-260905-915,2026-09-05 01:33:26,issue,rework,BS-ET-16456,2352,Paint Harnder,-87,Gram,5.81,malikhashir85858@gmail.com,hashir,Repaint: ....,,,
TXN-260905-916,2026-09-05 01:33:26,issue,rework,BS-ET-16456,2254,Miscellaneous,-115,Nos,,malikhashir85858@gmail.com,hashir,Repaint: ....,,,
TXN-260905-917,2026-09-05 01:54:37,receipt,,,2764,Paint Mixing,2305,Gram,6.04,malikhashir85858@gmail.com,,,,,
TXN-260905-918,2026-09-05 01:56:17,adjust,,,2764,Paint Mixing,-2305,Gram,6.04,malikhashir85858@gmail.com,,d,,,
TXN-260905-919,2026-09-05 02:21:24,receipt,,,2354,Paint Matt Agent,584,Gram,5.19,malikhashir85858@gmail.com,,,,,
TXN-260905-920,2026-09-05 02:21:24,receipt,,,2352,Paint Harnder,174,Gram,5.81,malikhashir85858@gmail.com,,,,,
TXN-260905-921,2026-09-05 02:24:24,issue,bom,BS-ET-16498,2764,Paint Mixing,-90,Gram,6.04,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260905-922,2026-09-05 02:24:24,issue,bom,BS-ET-16498,2354,Paint Matt Agent,-45,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260905-923,2026-09-05 02:24:24,issue,bom,BS-ET-16498,2352,Paint Harnder,-45,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260905-924,2026-09-05 02:24:24,issue,bom,BS-ET-16498,2355,Paint Thinner,-46,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260905-925,2026-09-05 02:26:51,issue,bom,BS-LHET-376-A,2350,Paint Mixing,-55,Gram,6.44,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-142651 (BS-LHET-376-A + BS-LHET-376-B + BS-LHET-376-C),
TXN-260905-926,2026-09-05 02:26:51,issue,bom,BS-LHET-376-B,2350,Paint Mixing,-55,Gram,6.44,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-142651 (BS-LHET-376-A + BS-LHET-376-B + BS-LHET-376-C),
TXN-260905-927,2026-09-05 02:26:51,issue,bom,BS-LHET-376-C,2350,Paint Mixing,-55,Gram,6.44,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-142651 (BS-LHET-376-A + BS-LHET-376-B + BS-LHET-376-C),
TXN-260905-928,2026-09-05 02:26:51,issue,bom,BS-LHET-376-A,2354,Paint Matt Agent,-28.33,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-142651 (BS-LHET-376-A + BS-LHET-376-B + BS-LHET-376-C),
TXN-260905-929,2026-09-05 02:26:51,issue,bom,BS-LHET-376-B,2354,Paint Matt Agent,-28.33,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-142651 (BS-LHET-376-A + BS-LHET-376-B + BS-LHET-376-C),
TXN-260905-930,2026-09-05 02:26:51,issue,bom,BS-LHET-376-C,2354,Paint Matt Agent,-28.34,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-142651 (BS-LHET-376-A + BS-LHET-376-B + BS-LHET-376-C),
TXN-260905-931,2026-09-05 02:26:51,issue,bom,BS-LHET-376-A,2352,Paint Harnder,-28.33,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-142651 (BS-LHET-376-A + BS-LHET-376-B + BS-LHET-376-C),
TXN-260905-932,2026-09-05 02:26:51,issue,bom,BS-LHET-376-B,2352,Paint Harnder,-28.33,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-142651 (BS-LHET-376-A + BS-LHET-376-B + BS-LHET-376-C),
TXN-260905-933,2026-09-05 02:26:51,issue,bom,BS-LHET-376-C,2352,Paint Harnder,-28.34,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-142651 (BS-LHET-376-A + BS-LHET-376-B + BS-LHET-376-C),
TXN-260905-934,2026-09-05 02:26:51,issue,bom,BS-LHET-376-A,2404,Paint Thinner,-21.67,Gram,2.11,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-142651 (BS-LHET-376-A + BS-LHET-376-B + BS-LHET-376-C),
TXN-260905-935,2026-09-05 02:26:51,issue,bom,BS-LHET-376-B,2404,Paint Thinner,-21.67,Gram,2.11,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-142651 (BS-LHET-376-A + BS-LHET-376-B + BS-LHET-376-C),
TXN-260905-936,2026-09-05 02:26:51,issue,bom,BS-LHET-376-C,2404,Paint Thinner,-21.66,Gram,2.11,malikhashir85858@gmail.com,,Variance: sign done,,BATCH-260905-142651 (BS-LHET-376-A + BS-LHET-376-B + BS-LHET-376-C),
TXN-260905-937,2026-09-05 02:28:32,issue,bom,BS-SM-16457,2350,Paint Mixing,-100,Gram,6.44,malikhashir85858@gmail.com,,Variance: done,,,
TXN-260905-938,2026-09-05 02:28:32,issue,bom,BS-SM-16457,2354,Paint Matt Agent,-50,Gram,5.19,malikhashir85858@gmail.com,,Variance: done,,,
TXN-260905-939,2026-09-05 02:28:32,issue,bom,BS-SM-16457,2352,Paint Harnder,-50,Gram,5.81,malikhashir85858@gmail.com,,Variance: done,,,
TXN-260905-940,2026-09-05 02:28:32,issue,bom,BS-SM-16457,2404,Paint Thinner,-23,Gram,2.11,malikhashir85858@gmail.com,,Variance: done,,,
TXN-260905-941,2026-09-05 02:34:17,issue,bom,BS-ET-16560,2764,Paint Mixing,-55,Gram,6.04,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260905-942,2026-09-05 02:34:17,issue,bom,BS-ET-16560,2354,Paint Matt Agent,-28,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260905-943,2026-09-05 02:34:17,issue,bom,BS-ET-16560,2352,Paint Harnder,-28,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260905-944,2026-09-05 02:34:17,issue,bom,BS-ET-16560,2404,Paint Thinner,-23,Gram,2.11,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260905-945,2026-09-05 02:38:35,issue,bom,BS-LHET-360,2350,Paint Mixing,-100,Gram,6.44,malikhashir85858@gmail.com,,Variance: done,,,
TXN-260905-946,2026-09-05 02:38:35,issue,bom,BS-LHET-360,2354,Paint Matt Agent,-28,Gram,5.19,malikhashir85858@gmail.com,,Variance: done,,,
TXN-260905-947,2026-09-05 02:38:35,issue,bom,BS-LHET-360,2352,Paint Harnder,-28,Gram,5.81,malikhashir85858@gmail.com,,Variance: done,,,
TXN-260905-948,2026-09-05 02:38:35,issue,bom,BS-LHET-360,2404,Paint Thinner,-23,Gram,2.11,malikhashir85858@gmail.com,,Variance: done,,,
TXN-260905-949,2026-09-05 02:42:29,issue,bom,BS-SM-15743 RE,2241,Paint Mixing,-21,Gram,9.04,malikhashir85858@gmail.com,,Variance: SIGN DONE,pantone 2312C,,
TXN-260905-950,2026-09-05 02:42:29,issue,bom,BS-SM-15743 RE,2242,Paint Mixing,-3,Gram,9.04,malikhashir85858@gmail.com,,Variance: SIGN DONE,pantone 2312C,,
TXN-260905-951,2026-09-05 02:42:29,issue,bom,BS-SM-15743 RE,2350,Paint Mixing,-77,Gram,6.44,malikhashir85858@gmail.com,,Variance: SIGN DONE,pantone 2312C,,
TXN-260905-952,2026-09-05 02:42:29,issue,bom,BS-SM-15743 RE,2764,Paint Mixing,-13,Gram,6.04,malikhashir85858@gmail.com,,Variance: SIGN DONE,pantone 2312C,,
TXN-260905-953,2026-09-05 02:42:29,issue,bom,BS-SM-15743 RE,2353,Paint Mixing,-11,Gram,12.42,malikhashir85858@gmail.com,,Variance: SIGN DONE,pantone 2312C,,
